# ra	dec	mag	bv	bayer	flamsteed	constellation
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
345.6846	-20.8706	5.97	+0.94			
354.9796	9.6772	5.97	+0.20			
357.4142	28.8425	5.97	+0.19		79	Peg
359.2650	42.6583	5.97	+0.69			
359.3329	-62.9564	5.97	+0.11			
6.8113	-25.5472	5.98	+1.03			
10.6742	-60.2625	5.98	+1.32			
14.5592	33.9508	5.98	+1.00			
15.7263	41.3450	5.98	+0.16		39	And
18.5317	16.1336	5.98	-0.08		87	Psc
34.5187	57.5167	5.98	+1.05		7	Per
40.3917	-14.5494	5.98	+0.43			
47.6621	11.8725	5.98	-0.06			
53.4125	54.9747	5.98	+0.11			
66.2379	19.0417	5.98	+0.37			
87.6250	2.0244	5.98	+0.91			
88.1671	33.9175	5.98	+1.60			
90.2925	31.0347	5.98	+0.08			
96.3046	7.0858	5.98	+1.22			
95.9071	-52.1811	5.98	+1.04			
105.9650	12.5944	5.98	+1.58			
125.1679	72.4072	5.98	+1.54			
124.5996	-12.6319	5.98	+0.76			
125.1337	24.0222	5.98	-0.03	λ	19	Cnc
126.4817	-14.9297	5.98	+0.17			
126.2383	-42.7694	5.98	-0.17			
137.1971	26.6292	5.98	+0.66		75	Cnc
144.3679	-36.0958	5.98	+1.12			
152.6579	-41.7150	5.98	+1.24			
173.6229	-32.8314	5.98	+0.81			
175.8633	-37.1903	5.98	+1.46			
190.3175	-13.0150	5.98	+0.42			
192.9867	-39.6808	5.98	-0.10			
204.2750	-44.1433	5.98	+0.94			
205.7292	-41.4011	5.98	+1.02			
205.9167	-42.0675	5.98	-0.08			
205.6808	34.9889	5.98	+0.85			
205.5962	82.7525	5.98	+1.01			
214.0175	18.9119	5.98	+0.26			
227.5312	-38.7925	5.98				
230.6554	62.0472	5.98	-0.03			
243.6396	73.3950	5.98	+0.08			
250.7750	77.5142	5.98	+0.42			
256.5846	-37.2275	5.98	+0.07			
261.4767	16.9175	5.98	+1.62			
267.7017	22.3164	5.98				
287.9417	31.2833	5.98	-0.07		19	Lyr
294.2188	11.2733	5.98	+0.88			
312.4075	12.5453	5.98	+0.43		15	Del
319.3096	55.7981	5.98	+1.45			
336.9425	31.8403	5.98	+1.45			
340.6538	-47.2106	5.98	+0.58			
351.9183	25.1672	5.98	-0.06		69	Peg
354.8379	74.0028	5.98	+0.89			
2.0725	-8.8239	5.99	+1.04			
11.8483	6.7408	5.99	+0.94		60	Psc
16.0100	52.5022	5.99	+1.47			
25.4133	30.0472	5.99	+1.01			
52.4129	-6.8050	5.99	+1.02			
52.6542	-47.3753	5.99	+0.11			
65.8850	20.9822	5.99	+0.03			
70.4596	38.2803	5.99	+0.57			
73.7113	0.4675	5.99	-0.12			
79.8487	-27.3689	5.99	-0.04			
89.1167	9.5097	5.99	-0.07			
93.8738	-4.9153	5.99	+0.09			
93.8229	-18.4767	5.99	+1.06			
110.5146	0.1772	5.99	-0.07			
117.9862	19.3253	5.99	+1.13			
119.6313	16.5186	5.99	+1.47			
120.3763	16.4553	5.99	-0.02		5	Cnc
119.7575	-45.2161	5.99	-0.14			
121.5767	22.6356	5.99	+1.66	μ¹	9	Cnc
127.4400	-46.3319	5.99	-0.15			
128.9625	6.6200	5.99	+0.52			
133.0483	45.3125	5.99	+1.26			
133.0417	42.0025	5.99	+1.25			
141.0238	-61.6489	5.99	+1.06			
163.4250	-70.7203	5.99	-0.02			
169.8187	-64.5825	5.99	+0.46			
195.1496	-3.3686	5.99	+1.12		46	Vir
196.8508	-59.8606	5.99	+0.48			
196.5883	21.1533	5.99	+0.39		39	Com
210.3350	8.8947	5.99	+0.09			
228.5254	31.7881	5.99	+1.52			
250.9654	34.0389	5.99	+0.29			
257.0621	-17.6092	5.99	+1.01			
258.8346	-14.5839	5.99	+1.10			
265.3408	51.8181	5.99	+1.05			
270.1517	33.2139	5.99	+1.51			
274.5321	18.1314	5.99	+0.03			
274.9671	29.6661	5.99	+1.29			
281.0758	61.0481	5.99	+0.96			
282.4208	-5.9128	5.99	+1.60			
302.0075	-0.6783	5.99	+1.02		64	Aql
310.3175	14.5831	5.99	+1.24		10	Del
312.8571	-5.6264	5.99	+0.46		4	Aqr
315.0163	7.5164	5.99	+0.26			
320.7346	-9.3194	5.99	+1.54		17	Aqr
326.0042	-14.7494	5.99	+0.21		45	Cap
346.8696	21.1342	5.99	+0.26			
16.2192	5.6564	6.00	+1.51		73	Psc
30.7196	64.9014	6.00	+0.03		52	Cas
37.6883	0.2553	6.00	+0.17			
58.8179	-12.0992	6.00	+0.32			
64.5662	-20.7156	6.00	+1.67			
82.7025	41.4619	6.00	+1.11			
84.8800	-3.5647	6.00	+0.27			
86.6896	15.8225	6.00	-0.06		129	Tau
88.6838	0.9683	6.00	+1.34			
94.1483	-39.2644	6.00	+0.16			
95.6521	12.5700	6.00				
104.7617	38.0522	6.00	+1.23		62	Aur
114.9917	-37.5794	6.00	-0.04			
127.2121	-9.7483	6.00	+0.42			
132.5875	-42.0900	6.00	-0.10			
133.5746	-5.4344	6.00	+0.67			
137.9208	-39.2589	6.00	-0.11			
145.4492	-55.2142	6.00	-0.13			
154.8617	48.3969	6.00	+1.02			
155.1300	54.2169	6.00	+1.13			
154.8200	-12.5281	6.00	+0.26			
158.1983	-58.6669	6.00	+0.32			
161.2667	67.4114	6.00	+2.39			
162.0225	-59.9192	6.00	+0.27			
164.8867	36.0931	6.00	+1.59			
166.1300	38.2414	6.00	+0.16		51	UMa
182.7500	81.7100	6.00	+1.62			
186.8525	-63.7892	6.00	+0.07			
189.6858	-18.2503	6.00	+0.29			
190.7879	-56.1761	6.00	-0.08			
193.5779	-11.6486	6.00	+0.08			
195.4450	63.6103	6.00	+0.41			
204.9988	-49.9503	6.00	+1.50			
205.7337	-56.7681	6.00	-0.08			
209.1375	-54.7044	6.00	+0.78			
209.6662	14.6494	6.00	+1.44			
212.3958	-51.5047	6.00	-0.06			
215.9517	-53.1767	6.00	+1.10			
234.8425	36.6367	6.00		ζ¹	7	CrB
237.0554	13.7886	6.00	+1.25			
253.3233	47.4169	6.00	+1.32			
255.1129	-48.6478	6.00	+0.88			
259.5208	17.3181	6.00	+0.01			
261.9062	-29.7244	6.00	0.00			
269.6762	36.2878	6.00	+0.94			
271.2100	-35.9014	6.00	+1.16			
274.2212	-3.0072	6.00	+0.89			
279.9700	52.1961	6.00	-0.07			
288.7608	20.2033	6.00	+0.88			
289.2142	46.9992	6.00	+0.44			
310.5121	-76.1806	6.00	+0.44	μ¹		Oct
320.0396	-45.0222	6.00	+2.33			
326.5679	-9.2758	6.00	+1.66		47	Cap
330.0329	6.7175	6.00	-0.12		18	Peg
354.6004	-76.8700	6.00	+0.90			
358.8904	57.4122	6.00	+0.21			
358.8900	47.3558	6.00	+1.16			
2.3342	79.7147	6.01	+0.19			
9.9667	-44.7967	6.01	+1.14			
23.8133	-58.1394	6.01	+0.38			
28.9742	1.8497	6.01	+0.56			
32.8425	-10.0522	6.01	+0.39			
40.5275	-38.3839	6.01	+0.92			
54.6988	-27.9431	6.01	-0.02	τ		For
61.9250	15.1628	6.01	+0.40			
65.3804	-25.7283	6.01	+0.35			
68.4504	9.4131	6.01	+1.06			
71.5700	18.7350	6.01	+1.21			
77.4379	28.0306	6.01	+0.27			
103.2642	35.7886	6.01	+1.45			
108.3496	-22.6733	6.01	+1.48			
110.2292	-26.9636	6.01	-0.17			
115.1479	-8.1858	6.01	+0.15			
120.4267	60.3244	6.01	+0.14		53	Cam
123.2492	16.5142	6.01	+0.89			
126.1517	-4.7169	6.01	+0.46			
126.3296	-21.0458	6.01	+0.40			
137.5871	21.9964	6.01	+0.90		79	Cnc
141.5929	-1.4639	6.01	+1.32			
147.8083	-4.2433	6.01	+0.17		6	Sex
156.8554	-65.7047	6.01	+0.09			
182.6921	27.2814	6.01	+0.11			
194.6971	75.4725	6.01	+0.99			
203.0117	-18.7289	6.01	+0.18		73	Vir
204.7046	-57.6231	6.01	+1.14			
207.6029	5.4972	6.01	+0.90			
218.0842	26.6772	6.01	+0.22			
223.3487	19.1528	6.01	+0.83			
228.1408	-72.7703	6.01	0.00			
231.0213	45.2711	6.01	+1.20			
235.2467	16.0247	6.01	+0.90	τ6	19	Ser
236.8708	-37.9164	6.01	+0.72			
237.8812	-47.0606	6.01	+1.16			
240.8929	-32.0006	6.01	+0.47			
256.3204	0.7025	6.01	+0.58			
258.2446	-32.4386	6.01	+0.07			
266.2325	-57.5453	6.01	+0.90			
269.6629	-28.7592	6.01	-0.08			
274.0233	2.3778	6.01	+1.59			
280.9004	36.5567	6.01	+1.04			
285.0146	-66.6533	6.01	+0.97			
285.2300	33.8022	6.01	+0.97			
295.2729	13.8156	6.01	-0.08			
300.3496	-22.7372	6.01	+0.97			
303.1325	51.4636	6.01	+1.14			
310.0746	60.5053	6.01	+0.46			
314.6746	-14.4828	6.01	+0.23			
326.3700	-71.0089	6.01	-0.10			
330.1004	-55.8828	6.01	-0.10			
332.6408	-4.2672	6.01	+0.98			
343.2658	60.1011	6.01	+1.75			
1.1529	42.0922	6.01				
10.9592	-12.0117	6.02	+1.10			
19.0783	33.1147	6.02	+1.15			
22.4704	18.3556	6.02	+0.14		97	Psc
29.6388	61.6981	6.02	-0.04			
32.8000	25.9369	6.02	+1.36		16	Ari
44.1392	47.1639	6.02	+1.34			
47.6125	26.8964	6.02	+1.28			
57.2842	43.9631	6.02	+0.29			
67.9658	15.8517	6.02	+0.34		85	Tau
69.1217	23.3408	6.02	+0.38			
77.5788	37.3019	6.02	+0.72			
85.7242	-6.7961	6.02	+0.40			
89.2338	24.2497	6.02	+0.39			
106.3267	22.6372	6.02	-0.03		44	Gem
105.2712	-58.9400	6.02	+0.30			
108.0083	-63.1900	6.02	-0.02			
110.8675	22.9453	6.02	-0.01		58	Gem
115.0292	5.2308	6.02	-0.04			
115.6812	34.0003	6.02				
117.7737	54.1292	6.02	+0.46			
118.9437	-43.8450	6.02	-0.11			
119.8963	13.2422	6.02	+1.32			
120.0621	-48.9814	6.02	+0.04			
123.0529	17.6478	6.02	+0.54	ζ¹	16	Cnc
126.1783	42.0050	6.02	+1.59			
138.8229	-58.3886	6.02	-0.10			
146.8896	11.4289	6.02	+1.30			
148.0508	2.4542	6.02	-0.04		7	Sex
153.6238	21.1678	6.02	+0.56			
156.8667	41.6008	6.02	+0.17			
160.5471	31.6969	6.02	+1.62			
165.0858	42.9114	6.02	+0.57			
166.6221	-58.6753	6.02	+1.24			
170.7138	64.3306	6.02	+0.09			
176.0550	25.2183	6.02	+1.53			
187.4912	-41.7361	6.02	+1.52			
192.9037	3.0567	6.02	+1.29		37	Vir
195.1358	-33.5053	6.02	+0.38			
197.4112	37.4231	6.02	+1.15			
199.7675	35.1281	6.02	+0.24			
200.2013	-55.8006	6.02	+0.29			
205.9779	52.0644	6.02	0.00			
212.1129	-74.8503	6.02	+0.58			
215.8346	-50.7722	6.02	+1.36			
217.6892	4.7722	6.02	+1.42			
219.5817	-38.7942	6.02	+1.43			
226.8350	18.4417	6.02	+0.06			
231.9121	25.1017	6.02	+1.62			
251.2508	-28.5097	6.02	+0.09			
253.8529	-63.2697	6.02	+0.05			
259.9721	-17.7564	6.02	+0.04			
262.2337	-36.7783	6.02	+1.11			
264.1529	30.7853	6.02	+0.16			
269.2017	45.3508	6.02	+1.64			
281.0846	39.6711	6.02		ε¹	4	Lyr
283.7188	33.9686	6.02	+0.91			
289.9708	11.5350	6.02	+0.08	ω²	29	Aql
299.1842	36.2508	6.02	-0.15			
322.5850	52.9581	6.02	+0.08			
346.8654	32.8258	6.02	+0.12			
349.5975	41.7736	6.02			9	And
352.8625	-44.8436	6.02	+1.02			
18.6767	6.9953	6.03	+1.08		88	Psc
41.3371	4.7117	6.03	+0.31			
43.0800	-62.9097	6.03	+1.25			
52.1108	22.8042	6.03	+0.95		66	Ari
63.4371	72.1264	6.03	+1.01			
72.1858	3.5883	6.03	+1.19			
75.3996	61.0781	6.03	+0.41			
75.3937	-39.7181	6.03	+0.88			
81.7500	-68.6228	6.03	+0.34			
86.8612	-10.5331	6.03	+0.16			
98.0971	11.6736	6.03	+1.07			
99.8879	28.2631	6.03	-0.08		54	Aur
99.6475	-16.8736	6.03	+0.03			
107.3883	-16.2347	6.03	+0.06			
108.6175	-10.3167	6.03	-0.18			
116.3254	-43.7522	6.03	-0.07			
117.7596	33.2336	6.03	+0.15			
123.1287	-46.2642	6.03	-0.11			
128.5554	8.4519	6.03	+0.33			
133.2658	-56.6494	6.03	-0.02			
159.0696	-16.3444	6.03	+1.65	φ²		Hya
164.0604	42.0083	6.03	+1.13			
186.3129	23.9261	6.03	+1.10			
190.4550	-19.7586	6.03	+0.39			
195.7717	-71.4761	6.03	+0.05			
218.6604	36.6258	6.03	+1.38			
239.0271	-39.8642	6.03	+0.15			
240.6642	-29.1358	6.03	+1.31			
250.8421	-67.4325	6.03	+0.02			
251.3738	1.0203	6.03	-0.02		16	Oph
252.1125	-14.9094	6.03	+0.20			
254.8396	56.6886	6.03	+1.16			
262.9546	-46.0364	6.03	+0.83			
264.9896	31.2025	6.03	+1.58			
268.2413	-35.6242	6.03	+0.34			
286.7179	-16.2289	6.03	-0.04			
316.7304	38.7433	6.03	+1.37		61	Cyg
321.6875	52.8986	6.03	-0.12			
333.1075	-14.1939	6.03	+0.38		39	Aqr
339.8929	37.5928	6.03	+0.86			
358.6608	-40.3000	6.03	+0.57			
7.0838	10.1897	6.04	+0.43			
10.4000	24.6292	6.04	+0.26			
15.0150	44.7133	6.04	-0.01			
15.9542	1.3667	6.04	+0.27		26	Cet
30.7383	77.9164	6.04	+1.14			
38.2254	15.0347	6.04	+0.54		29	Ari
43.1337	-12.7694	6.04	+0.87			
44.5096	38.6150	6.04	+1.41			
51.0421	12.6294	6.04	+1.23			
76.6238	61.1700	6.04	+1.37			
85.1496	31.3581	6.04	+0.04			
93.4387	51.1725	6.04	+1.06			
92.8662	13.6386	6.04	0.00			
99.7721	22.0308	6.04	+1.03			
99.2579	-38.1467	6.04	+1.03			
103.3912	-28.5397	6.04	+0.71			
103.7450	-2.8036	6.04	+1.10			
117.2583	13.3708	6.04	+1.38			
117.9179	-42.8883	6.04	-0.18			
139.0175	-44.8986	6.04	+0.28			
149.5317	8.3142	6.04	+1.36			
153.4575	27.1358	6.04	+0.85			
156.9125	9.7625	6.04	-0.06		45	Leo
159.7100	-12.4436	6.04	0.00			
162.4737	27.9739	6.04	+0.37		44	LMi
177.3121	16.2428	6.04	+0.27			
187.0788	-64.3414	6.04	+0.02			
199.8288	-72.0356	6.04	+1.35			
208.0767	12.1653	6.04	+0.04			
208.5692	-28.5697	6.04	+1.13			
219.4429	-67.9322	6.04	+0.50			
222.1587	-36.6347	6.04	+1.54			
229.0437	-43.4847	6.04	-0.14			
234.6762	-39.1281	6.04	+0.21			
235.6550	-49.4894	6.04	+1.31			
255.2437	-86.3644	6.04	+0.05			
255.9729	34.7903	6.04	+0.22			
257.9175	49.7467	6.04				
268.0196	39.9822	6.04	+1.33			
270.0142	80.0008	6.04	+0.51		40	Dra
273.2700	38.7736	6.04	-0.08			
277.7625	-41.9136	6.04	+0.14			
279.5271	39.6681	6.04	+1.65			
281.2979	-61.0950	6.04	+1.46			
286.8788	-28.6369	6.04	+1.61			
291.1254	-27.8656	6.04	-0.13			
297.2592	-10.8708	6.04	+1.24			
312.9950	-33.1772	6.04	+0.03	β		Mic
318.7775	-17.3450	6.04	+0.96			
320.3417	32.6128	6.04	+0.03			
336.4625	-75.0156	6.04	+0.64			
335.9150	20.8483	6.04			33	Peg
335.7508	62.4200	6.04	+0.05			
343.4079	-48.5981	6.04	+0.62	τ¹		Gru
4.5717	11.2058	6.05	+1.03			
11.5454	44.8614	6.05	-0.07			
32.3554	81.2958	6.05	+0.11			
40.4513	-3.2133	6.05	+1.17			
46.3367	40.5825	6.05	+1.01			
46.1588	1.8636	6.05	+1.04			
47.8283	-3.8117	6.05	+1.66			
49.4958	-66.9269	6.05	+0.13			
59.6788	-57.1025	6.05	+0.44			
71.4808	-39.3567	6.05	+1.07			
69.5904	-77.6561	6.05	+1.10			
76.2271	-3.0397	6.05	-0.11			
76.6529	-13.1219	6.05	-0.06			
78.4721	-52.0311	6.05	+1.39			
84.3642	-5.9383	6.05	-0.22			
85.7567	56.5817	6.05	+0.95		24	Cam
83.9012	-78.8208	6.05	-0.02	ι		Men
90.2517	27.5722	6.05	+0.25			
90.7029	49.9056	6.05	-0.06			
90.3046	-25.4178	6.05	+0.02			
99.9013	-23.6956	6.05	-0.03			
101.3471	-23.4619	6.05	+1.20			
104.3050	57.5633	6.05	+1.49			
110.0892	-52.3117	6.05	+0.42			
111.3329	-21.9828	6.05	+0.23			
112.3413	-14.9992	6.05	+0.47			
119.3162	8.6414	6.05	+1.00			
124.9579	3.9478	6.05	+0.97			
126.6050	-52.8075	6.05	+0.06			
131.1250	-65.8256	6.05	+0.20			
130.8017	-79.0697	6.05	+0.23			
140.1233	-37.5814	6.05	+1.39			
141.6842	-64.9297	6.05	+0.15			
149.4271	-48.4144	6.05	-0.14			
157.1833	-3.7425	6.05	+0.05			
157.9525	-28.2375	6.05	+0.51			
170.8250	0.1317	6.05	+1.46			
173.3108	-16.2806	6.05	+0.60			
179.7954	-51.6967	6.05	+1.28			
180.5838	-85.6317	6.05	+1.29			
184.2638	-16.6936	6.05	+0.10			
187.8392	7.6042	6.05	+1.52			
200.7192	-72.1467	6.05	+0.09			
205.4404	-33.5969	6.05	+1.44			
206.8063	-9.7092	6.05	+1.42			
212.6287	-70.3056	6.05	+1.74			
239.7683	49.8811	6.05	+0.29			
243.7233	-25.4769	6.05	+0.04			
245.0179	21.1325	6.05	+0.94			
250.9483	-38.1567	6.05	-0.06			
251.2988	43.2172	6.05	+1.40			
262.9350	-26.2697	6.05	-0.06			
285.7658	-19.2453	6.05	+1.29			
292.6379	3.4444	6.05	+0.01			
290.4175	79.6028	6.05	+0.07			
293.9513	36.9444	6.05	-0.11		11	Cyg
295.7896	30.6786	6.05	0.00			
295.9642	34.1625	6.05	-0.06			
297.7554	-65.6050	6.05	+0.30			
297.2983	-28.7889	6.05	+0.40			
313.9196	4.5328	6.05	+0.82			
314.2942	0.4636	6.05	+1.22			
313.6846	75.9256	6.05	+0.93			
315.4387	-26.8811	6.05	+0.06			
318.3596	36.6336	6.05	+0.21			
320.6746	30.3097	6.05	+1.08			
343.6642	-70.0736	6.05	+0.66	ρ		Ind
350.2083	-50.3067	6.05	+0.42			
352.6654	38.6619	6.05	+0.99			
2.1392	-17.5775	6.06	+1.67			
7.0529	16.4450	6.06	+1.58		48	Psc
8.8892	-54.8219	6.06	+1.01			
9.0288	-22.8425	6.06	+0.29			
10.6787	-38.4633	6.06	-0.03	λ¹		Scl
13.3675	37.4181	6.06	+1.14			
17.5479	15.6742	6.06	+1.49			
26.9437	-80.1767	6.06	+0.34	τ²		Hyi
28.9433	-60.8614	6.06	+0.37			
33.5108	47.4842	6.06	+0.40			
49.1462	32.1836	6.06	+0.99			
56.0267	48.5236	6.06	+1.55			
59.2658	23.1756	6.06	+0.02		33	Tau
66.5879	8.5903	6.06	+0.02			
68.3417	-10.7858	6.06	+1.38			
72.2096	75.9411	6.06	+0.28			
75.5837	74.2692	6.06	+1.57			
88.0975	19.8681	6.06	+0.54			
94.7033	-15.0247	6.06	+1.66			
96.3871	23.3269	6.06	-0.03			
99.3504	6.1353	6.06	+0.05			
115.2062	57.0828	6.06	+1.46		23	Lyn
114.7517	-53.2733	6.06	-0.11			
123.5458	-32.1408	6.06	-0.16			
126.2704	35.0114	6.06	+1.27			
141.0679	-39.4258	6.06	+0.20			
147.1667	-56.4119	6.06	+0.94			
167.4163	67.2103	6.06	+0.22			
169.3292	-67.8236	6.06	+1.76			
178.5479	-57.4100	6.06	+0.05			
181.5962	-65.7092	6.06	+0.65			
182.6408	-37.8703	6.06	+0.20			
184.2750	-65.6928	6.06	+0.03			
185.9458	42.5428	6.06	+0.33		4	CVn
197.7433	-52.5669	6.06	-0.09			
207.9588	-32.9947	6.06	-0.04		3	Cen
212.7579	-69.7197	6.06	+0.18			
217.4571	31.7911	6.06	-0.03			
221.8071	-21.3247	6.06	+1.65			
224.1288	-32.6367	6.06	+1.41			
247.4375	-57.7558	6.06	+1.48			
250.2525	24.8586	6.06	+1.31			
255.9238	-47.1600	6.06				
257.0567	-1.0794	6.06	+0.08			
261.5792	7.5956	6.06	+0.58			
268.2050	-34.1142	6.06	+1.23			
268.7829	-36.4758	6.06	+0.08			
274.2538	-51.0683	6.06	-0.06			
279.0554	65.4886	6.06	+0.28			
282.4312	-72.9947	6.06	0.00			
281.9896	31.7569	6.06	-0.13			
286.2429	30.7333	6.06	+1.55			
289.7504	-15.5364	6.06	+1.43			
290.6392	33.5181	6.06	+1.03			
297.6958	37.8264	6.06	+1.70			
298.3975	59.7089	6.06	+0.02			
304.9304	-1.0786	6.06	+1.09			
309.8888	40.5794	6.06	-0.16			
342.1842	62.9383	6.06	+1.20			
353.4812	20.8408	6.06	+1.73			
2.0504	-2.4478	6.07	+1.38			
6.1238	-2.2192	6.07	+1.22			
11.1346	-62.4978	6.07	+0.44			
12.8183	61.8058	6.07	+1.88			
20.9450	78.7258	6.07	+0.39			
33.6213	66.5244	6.07	+0.63		55	Cas
37.3971	9.5658	6.07	+1.02			
48.7363	42.5039	6.07	+1.07			
57.4792	22.2444	6.07	-0.01			
64.6558	-22.9703	6.07	+0.30			
72.5675	-41.3208	6.07	+0.37			
74.0829	36.1689	6.07	+0.41			
81.9021	-21.3756	6.07	+1.04			
87.0933	20.8694	6.07	-0.08			
93.9171	6.0661	6.07	-0.13			
94.2646	-22.7150	6.07	+0.56			
96.7967	-25.8567	6.07	+0.53			
116.3713	-14.6908	6.07	+0.11		2	Pup
122.8192	9.8211	6.07	-0.10			
135.4538	27.9028	6.07			67	Cnc
135.3808	5.6408	6.07	+1.11			
135.0925	-43.1733	6.07	-0.16			
155.7517	6.5425	6.07	+1.12		43	Leo
159.8192	-74.4936	6.07	+1.71			
165.1700	-31.8394	6.07	+0.52			
175.9796	-6.6772	6.07	+0.96			
190.3913	62.7131	6.07	+0.01		76	UMa
191.8067	11.9581	6.07	+0.12		34	Vir
199.1867	-65.1383	6.07	+0.44			
200.9750	37.0339	6.07	+1.68			
217.4033	-76.7292	6.07	+1.18			
219.7958	-46.5842	6.07	+0.51			
221.2987	-1.4178	6.07	+1.61			
221.8012	-52.2056	6.07	+0.09			
233.9725	11.2656	6.07	+1.09			
237.2096	-52.4381	6.07	+1.38			
246.7088	2.3475	6.07	+0.92			
269.4242	-76.1775	6.07	+1.20			
272.7688	-47.5131	6.07	+1.20			
273.8783	-18.6614	6.07	+0.20			
276.9596	3.7486	6.07	+1.62			
281.5542	41.4417	6.07	-0.13			
286.9887	16.8533	6.07	+0.70			
292.7508	70.9894	6.07	+1.41			
301.3867	-67.3208	6.07	+0.64			
315.7700	38.6575	6.07	+1.01			
317.6300	10.0489	6.07	+0.02		6	Equ
321.6113	19.3756	6.07	+0.22			
325.5046	35.5103	6.07	+2.52			
340.6796	-44.2478	6.07	+0.98			
344.8988	-13.0708	6.07	+1.45			
356.1058	-70.4903	6.07	+0.91			
356.8883	46.8325	6.07	-0.14			
357.1354	-6.3806	6.07	+1.45			
51.1088	20.8036	6.08	-0.04		65	Ari
63.7575	57.4603	6.08	+0.61			
71.0537	40.7869	6.08	+0.06			
72.4337	15.9042	6.08	+1.60		96	Tau
73.7138	44.0608	6.08	-0.02			
74.9429	53.1556	6.08	+1.46		8	Cam
76.5508	59.0211	6.08	+1.12		12	Cam
79.8112	20.1347	6.08	+1.01			
80.9071	16.6994	6.08	+0.14		110	Tau
81.2317	-44.2258	6.08	+1.20			
90.8529	11.6808	6.08	-0.04			
91.5937	29.5125	6.08	+1.73			
94.0792	23.9700	6.08	+0.90		8	Gem
101.7562	-21.0156	6.08	-0.19		12	CMa
106.7179	-24.9606	6.08	+1.34			
125.9800	10.6319	6.08	+1.49		21	Cnc
140.9979	-51.7372	6.08	+0.57			
147.9983	-16.5347	6.08	+1.04			
154.0379	-11.2033	6.08	+1.10			
158.7937	-43.6647	6.08	+0.94			
182.7704	-61.2775	6.08	+0.39			
187.5179	58.7675	6.08	+0.98		75	UMa
190.3167	-13.0136	6.08				
190.7067	-55.9472	6.08	-0.03			
202.8158	42.1061	6.08	+1.05			
213.7554	-29.2819	6.08				
228.3300	-19.6475	6.08	+0.12	ι²	25	Lib
230.8012	30.2878	6.08		η	2	CrB
240.9404	4.9867	6.08	+0.96		43	Ser
242.8696	16.6656	6.08	+0.02			
250.2142	12.3950	6.08	+0.05			
253.7588	25.7306	6.08	+0.92		56	Her
255.9917	13.5675	6.08	+1.03			
307.5750	10.8958	6.08	-0.03		1	Del
309.7942	21.8172	6.08	-0.06			
310.1508	29.8053	6.08	+0.14			
322.7900	12.1375	6.08	-0.05			
324.8671	-10.5769	6.08	+1.03			
326.0346	28.7431	6.08	+0.36	μ²	78	Cyg
325.6892	59.2711	6.08	+1.34			
333.2204	73.3072	6.08	+1.01			
13.9937	27.2094	6.09	+0.14		67	Psc
29.8579	12.2947	6.09	+0.19			
51.4892	49.1208	6.09	-0.07			
59.2571	6.0400	6.09	+0.06			
62.0638	37.7278	6.09	+0.95		49	Per
63.1308	17.2775	6.09	+1.08			
64.6667	-52.8600	6.09	+0.49			
68.3537	43.0639	6.09	+0.38		57	Per
68.5592	-6.8378	6.09	+1.38			
74.7475	14.5428	6.09	+0.04			
78.3817	1.9681	6.09	+0.42			
80.3204	-34.3453	6.09	-0.19			
84.2183	40.1822	6.09	+1.03			
86.2579	4.0081	6.09	+0.31			
92.9025	48.7111	6.09	+0.10		41	Aur
92.8063	-26.4822	6.09	-0.04			
106.1962	-22.0322	6.09	+1.22			
107.9638	5.6547	6.09	-0.02			
109.7583	-19.2803	6.09	+0.62			
119.2413	-42.4061	6.09	+1.36			
132.0204	-6.5586	6.09	+1.28			
147.4588	21.1794	6.09	+0.25		20	Leo
157.9858	-45.0694	6.09	-0.11			
166.3917	-11.0889	6.09	+0.30			
172.0758	-72.4744	6.09	+0.16			
186.3267	-27.7492	6.09	+1.27			
202.6071	-6.4703	6.09	+0.33		72	Vir
210.1367	-78.5900	6.09	+0.03			
215.6612	-48.3203	6.09	-0.13			
218.2900	-30.7142	6.09	+1.03			
217.6921	63.1856	6.09	+0.41			
223.6767	-65.9914	6.09	-0.06	ζ		Cir
224.7200	-4.9892	6.09	+0.50			
238.3954	16.0750	6.09				
243.9646	-14.8492	6.09	+0.06			
249.5067	-6.5381	6.09	+0.16			
250.4008	-24.4681	6.09	+0.20			
254.7183	-37.6211	6.09	+0.19			
256.2075	48.8042	6.09	+1.09			
258.5550	-56.8883	6.09	+1.78			
259.1783	-6.2450	6.09	+1.10			
267.7958	-53.1306	6.09	0.00			
272.5362	16.4767	6.09				
280.2346	62.7497	6.09	+0.98			
282.9021	36.5386	6.09	-0.11			
285.7192	19.6611	6.09	+1.34			
286.5925	8.2300	6.09	+1.60			
292.5437	2.9042	6.09	+1.82			
295.4062	-65.8542	6.09	+1.55			
296.4642	35.0128	6.09	+1.06			
298.8421	58.2503	6.09	+1.02			
303.6121	-63.4158	6.09	+0.31			
305.6558	31.2650	6.09	+1.35			
306.4496	-40.7964	6.09	+1.36			
321.3254	-71.7994	6.09	+1.26			
325.6375	10.8247	6.09	-0.11			
325.6621	49.6003	6.09	+1.00			
332.7600	-21.2325	6.09	+0.50			
350.7371	-60.0558	6.09	+1.60			
354.8667	-46.6378	6.09	+0.24	θ		Phe
356.0058	-45.0833	6.09	+0.98			
13.9812	-27.7756	6.10	+1.67			
